geo,month,channel,contribution,roi
Geo11,1,social_spend,28020.15099396977,4.7207515291428805
Geo11,2,tv_spend,42837.48323436904,4.440658752520433
Geo11,2,radio_spend,23672.179667857214,3.261275056062085
Geo11,2,print_spend,8221.923423423135,4.615708645783064
Geo11,2,search_spend,75796.86020155993,4.0032982911476545
Geo11,2,social_spend,28702.67166040932,3.062088211695987
Geo11,3,tv_spend,42593.34631212296,5.2121708507189455
Geo11,3,radio_spend,22441.993096869028,6.723667058990415
Geo11,3,print_spend,10234.761584440646,9.255762497516764
Geo11,3,search_spend,73238.28577523761,5.600516325186559
Geo11,3,social_spend,28380.85210248367,3.7788850010973505
Geo11,4,tv_spend,40856.62448733376,6.553572264572643
Geo11,4,radio_spend,21867.215415277948,7.003324063654193
Geo11,4,print_spend,9328.437571339138,14.13580381118551
Geo11,4,search_spend,73701.29156696337,5.241201789683308
Geo11,4,social_spend,27445.33096411915,5.149436869250527
Geo11,5,tv_spend,40715.2208302569,7.031023539153763
Geo11,5,radio_spend,22910.302008429513,4.430455192998581
Geo11,5,print_spend,9989.117043901237,4.306842066852459
Geo11,5,search_spend,73967.96463315006,4.542738495360025
Geo11,5,social_spend,28410.666653476364,3.4710517291317173
Geo11,6,tv_spend,41663.75138103008,4.896553596980701
Geo11,6,radio_spend,23046.994917994944,4.873026827388006
Geo11,6,print_spend,10087.42275459352,9.753658887346788
Geo11,6,search_spend,73987.28429089514,5.022978398282743
Geo11,6,social_spend,28479.454288528592,3.5312132084832286
Geo11,7,tv_spend,42705.06355931065,5.048995105574631
Geo11,7,radio_spend,23364.589444372916,3.6399894218588806
Geo11,7,print_spend,12664.733083932511,5.039184270011806
Geo11,7,search_spend,74644.18677648665,4.72814794150419
Geo11,7,social_spend,29346.848030260444,2.5084700623476945
Geo11,8,tv_spend,43297.802293680026,3.669292007927032
Geo11,8,radio_spend,23329.20944210095,3.7930179687432126
Geo11,8,print_spend,11928.363548766461,3.0885533087123833
Geo11,8,search_spend,75067.56349216295,3.7160013628246773
Geo11,8,social_spend,29266.030786560408,2.7821973029306633
Geo11,9,tv_spend,43328.78536313528,4.26106257349628
Geo11,9,radio_spend,24343.590595395162,3.469656912189691
Geo11,9,print_spend,13253.57599154257,4.8233237514849545
Geo11,9,search_spend,76402.13253259391,3.785627830270089
Geo11,9,social_spend,29663.688063718342,2.5495189721992597
Geo11,10,tv_spend,42561.80769624408,5.358727914933991
Geo11,10,radio_spend,23287.35964255326,3.7291105880983775
Geo11,10,print_spend,13550.448162230361,2.999796774352187
Geo11,10,search_spend,76993.7308428512,3.3309247008962815
Geo11,10,social_spend,29855.91227178542,2.4487563086688118
Geo11,11,tv_spend,40917.217021224234,5.96008323253266
Geo11,11,radio_spend,24625.76783940118,2.558759461679463
Geo11,11,print_spend,13595.126096271679,3.4084715924985423
Geo11,11,search_spend,75932.14903547833,3.79291208536392
Geo11,11,social_spend,29577.72984548629,2.6061423070174916
Geo11,12,tv_spend,42804.13805694095,4.959761516594108
Geo11,12,radio_spend,24542.60462406981,3.261848807540219
Geo11,12,print_spend,13158.335559497487,3.829570494908368
Geo11,12,search_spend,75349.44171147599,4.3992925841210475
Geo11,12,social_spend,29396.70858777379,2.757191913569125
Geo12,1,tv_spend,40683.73764407824,8.29055913747755
Geo12,1,radio_spend,23750.038334651774,3.9504379717586087
Geo12,1,print_spend,12625.857073437972,5.639180714282965
Geo12,1,search_spend,73089.33562717943,5.478568041230889
Geo12,1,social_spend,28991.448438057716,2.898864034987937
Geo12,2,tv_spend,40723.344326842824,7.160135916276512
Geo12,2,radio_spend,23206.215361511113,5.130539126541682
Geo12,2,print_spend,10097.0801497423,
Geo12,2,search_spend,71926.31712144747,6.46717831936076
Geo12,2,social_spend,27445.22475363543,5.194771450991778
Geo12,3,tv_spend,39005.664990647485,10.219809907106015
Geo12,3,radio_spend,20997.698873119727,8.804957645078655
Geo12,3,print_spend,6359.532812245084,559.246948287849
Geo12,3,search_spend,70680.14937580508,7.300037643811941
Geo12,3,social_spend,27317.934862342638,4.552756065960662
Geo12,4,tv_spend,40344.41526315432,6.576074873826194
Geo12,4,radio_spend,22219.589858622156,4.943382189656827
Geo12,4,print_spend,10860.916649128878,8.41148298925965
Geo12,4,search_spend,72446.49277958214,5.330912224233355
Geo12,4,social_spend,27833.56548202208,3.5172213767580374
Geo12,5,tv_spend,39335.017891189826,9.643489257480201
Geo12,5,radio_spend,22414.497745525365,4.691860975771377
Geo12,5,print_spend,9917.375336335204,14.727506353366273
Geo12,5,search_spend,70943.63864703776,7.673373122568858
Geo12,5,social_spend,27267.09158182909,4.300441944194693
Geo12,6,tv_spend,41893.90075328872,4.6104887249166255
Geo12,6,radio_spend,24179.952034649134,3.2907253762489623
Geo12,6,print_spend,13071.206210697617,3.82157013846815
Geo12,6,search_spend,73710.22321790522,4.297684559318477
Geo12,6,social_spend,28911.3210699457,3.0112969716166282
Geo12,7,tv_spend,41352.80692211229,6.925674659244569
Geo12,7,radio_spend,21815.431773714154,8.195755137972638
Geo12,7,print_spend,11806.836978160025,6.395693198884275
Geo12,7,search_spend,72396.73598959335,6.951413306349832
Geo12,7,social_spend,28765.918101922707,3.5098752314164168
Geo12,8,tv_spend,40751.17746807,7.020591051502853
Geo12,8,radio_spend,22445.48094387634,4.042831391002301
Geo12,8,print_spend,11602.25675241912,10.210297280347952
Geo12,8,search_spend,73420.2958783525,4.565698247437641
Geo12,8,social_spend,27961.942875882345,3.6103045850156117
Geo12,9,tv_spend,41821.29819357623,4.967689784384682
Geo12,9,radio_spend,23533.642900413735,4.506002804808875
Geo12,9,print_spend,13295.528438754738,3.393311460758862
Geo12,9,search_spend,75419.62417243155,4.147031684913162
Geo12,9,social_spend,29121.018390751367,2.8210509890703888
Geo12,10,tv_spend,42118.74794160064,5.188964824568016
Geo12,10,radio_spend,23329.414715069805,4.165818931189464
Geo12,10,print_spend,13967.412426545157,2.8191847551043163
Geo12,10,search_spend,75113.54060470962,4.455878000793888
Geo12,10,social_spend,29205.156717520647,3.0890308922222163
Geo12,11,tv_spend,42785.33715801522,4.82603173214174
Geo12,11,radio_spend,24588.022887102044,2.8997501208341636
Geo12,11,print_spend,12774.160748935336,4.77189241417587
Geo12,11,search_spend,75239.46016921947,4.317984954255748
Geo12,11,social_spend,28396.77964380624,3.7553644176310366
Geo12,12,tv_spend,41158.533596300396,6.76841113443526
Geo12,12,radio_spend,23772.194984532565,4.0251426702150646
Geo12,12,print_spend,12179.030456670063,5.421000033948516
Geo12,12,search_spend,73178.79981284922,5.749040554883944
Geo12,12,social_spend,28297.079678151455,3.8393766398952796
Geo13,1,tv_spend,40163.85058851904,8.274618991191913
Geo13,1,radio_spend,22777.124773885393,5.629343216211437
Geo13,1,print_spend,10450.679688492728,24.892160518728105
Geo13,1,search_spend,72397.89659941294,6.522251553391671
Geo13,1,social_spend,27559.70434078855,4.847062029706132
Geo13,2,tv_spend,39253.097352809746,7.242037930192084
Geo13,2,radio_spend,22199.60954196742,5.68438693943998
Geo13,2,print_spend,8836.39356731646,16.93598810134958
Geo13,2,search_spend,69975.30475655943,7.063246031472594
Geo13,2,social_spend,27413.25759871066,4.686528124745282
Geo13,3,tv_spend,37997.30786094444,14.746404846942106
Geo13,3,radio_spend,20616.978061552672,10.684653347475773
Geo13,3,print_spend,6327.173838287505,19.68432596487415
Geo13,3,search_spend,68477.83883865576,9.801850224063248
Geo13,3,social_spend,27295.07266271659,5.013412899410937
Geo13,4,tv_spend,40392.001415394865,6.503217996833879
Geo13,4,radio_spend,22211.33445103196,5.4377143153156
Geo13,4,print_spend,6607.918224352044,11.307840686642288
Geo13,4,search_spend,70983.772468807,6.6827003066610375
Geo13,4,social_spend,27128.205702750092,5.315637599621828
Geo13,5,tv_spend,37677.433747856274,14.211388873739986
Geo13,5,radio_spend,22234.40372095278,7.068191221592333
Geo13,5,print_spend,8552.256777712739,15.917892484492095
Geo13,5,search_spend,71346.94216500685,6.614381739275658
Geo13,5,social_spend,27163.389190464717,4.791583296687997
Geo13,6,tv_spend,39592.32002985792,7.219458074666871
Geo13,6,radio_spend,22509.367739352543,4.829224770373683
Geo13,6,print_spend,9211.257887703398,8.304143243860905
Geo13,6,search_spend,70912.96141699259,7.04603203264639
Geo13,6,social_spend,27298.682028810115,5.863461297391849
Geo13,7,tv_spend,40688.43873031712,7.248988066108521
Geo13,7,radio_spend,21987.216074229917,7.126940037858131
Geo13,7,print_spend,12195.728249692187,7.554160251767169
Geo13,7,search_spend,71424.30387983125,7.101119325872888
Geo13,7,social_spend,27202.675208607638,4.4921552479756155
Geo13,8,tv_spend,41439.06307923595,5.806920559742898
Geo13,8,radio_spend,22563.082057757223,6.042768453620151
Geo13,8,print_spend,12367.571578345613,5.384831155696786
Geo13,8,search_spend,72852.70218560517,5.059926705661629
Geo13,8,social_spend,28512.548880751976,3.4311760904342963
Geo13,9,tv_spend,40711.35641078096,7.563394551800984
Geo13,9,radio_spend,23879.38793569897,3.7916632777770607
Geo13,9,print_spend,12801.137498099542,5.282865717359338
Geo13,9,search_spend,73973.77663254635,5.195212209835715
Geo13,9,social_spend,28199.526464964987,4.166317801413378
Geo13,10,tv_spend,41256.12399636896,6.610791848667691
Geo13,10,radio_spend,23451.2989429878,4.4394541878042055
Geo13,10,print_spend,13575.943519279823,3.241603856073931
Geo13,10,search_spend,74248.10474680737,4.836411342008138
Geo13,10,social_spend,28981.17847316335,3.135092621528038
Geo13,11,tv_spend,41859.307175690614,5.198669652040149
Geo13,11,radio_spend,23649.663907169597,3.7828723689461756
Geo13,11,print_spend,13036.81862853965,3.9188612221640735
Geo13,11,search_spend,74112.7081543444,4.556857698145721
Geo13,11,social_spend,28411.910889052193,3.6074041210254855
Geo13,12,tv_spend,40458.665249034806,8.245775963755461
Geo13,12,radio_spend,23464.074096834225,4.792522686749484
Geo13,12,print_spend,12043.841770397803,10.923896252700446
Geo13,12,search_spend,73448.1150495526,5.489227866779485
Geo13,12,social_spend,26565.54435684822,8.15426377676575
Geo14,1,tv_spend,41975.800111914024,6.814996426689377
Geo14,1,radio_spend,24363.70440812552,3.320379414408677
Geo14,1,print_spend,12815.978630882853,4.9454086691192725
Geo14,1,search_spend,76349.86308079075,3.8247210572546644
Geo14,1,social_spend,29803.514586410074,2.277609265386427
Geo14,2,tv_spend,41890.80391094244,4.68300033938999
Geo14,2,radio_spend,23233.87314409296,3.3463453259648404
Geo14,2,print_spend,11725.346111455627,5.822258744252806
Geo14,2,search_spend,75840.29860368143,3.573760637298602
Geo14,2,social_spend,29641.857042825024,2.2635093033338447
Geo14,3,tv_spend,41679.76500008717,5.4948244818098315
Geo14,3,radio_spend,23890.438345952804,3.628917927583392
Geo14,3,print_spend,11967.829599260069,6.7748145743628045
Geo14,3,search_spend,73973.92188548621,5.439655635517719
Geo14,3,social_spend,28731.818263478293,4.44783804680269
Geo14,4,tv_spend,40198.812630615,7.145892313077617
Geo14,4,radio_spend,22646.186700159567,4.296309429955222
Geo14,4,print_spend,8944.026110467963,64.413628612185
Geo14,4,search_spend,74437.70015669677,4.708233724771439
Geo14,4,social_spend,27805.734941627525,4.128259477734569
Geo14,5,tv_spend,39878.85584464878,6.278444120570369
Geo14,5,radio_spend,23434.954269440725,3.6792666120283046
Geo14,5,print_spend,8772.167245857636,4.812602386332463
Geo14,5,search_spend,74868.54995427594,4.144157109044878
Geo14,5,social_spend,28395.112659811442,2.9299441020281183
Geo14,6,tv_spend,42827.39296804148,4.461541436811353
Geo14,6,radio_spend,24895.122001801778,2.522080911278845
Geo14,6,print_spend,11864.207515283408,5.009026446500593
Geo14,6,search_spend,75661.7842867471,4.082096231975598
Geo14,6,social_spend,29768.32075728361,2.3519260603817114
Geo14,7,tv_spend,41459.524494743964,5.829994287425662
Geo14,7,radio_spend,23678.974266510693,4.717014119640349
Geo14,7,print_spend,11128.340554172015,6.255887783445293
Geo14,7,search_spend,75003.73592310108,4.26272165462331
Geo14,7,social_spend,29936.560195448772,2.1414595354239756
Geo14,8,tv_spend,42765.91926805318,4.038273327348669
Geo14,8,radio_spend,24304.890412250086,3.0146695273700455
Geo14,8,print_spend,13517.983494623706,2.092981433294129
Geo14,8,search_spend,76642.52299808727,3.2368187266979613
Geo14,8,social_spend,29947.644325013887,2.2241375587923877
Geo14,9,tv_spend,42320.22754031856,5.080514414707287
Geo14,9,radio_spend,24681.76891811132,2.7640244568521344
Geo14,9,print_spend,14693.682598488085,2.012758363113366
Geo14,9,search_spend,78403.90028932894,2.740546135821167
Geo14,9,social_spend,30515.464095502684,2.077709775255627
Geo14,10,tv_spend,43361.35169717253,4.01189417215333
Geo14,10,radio_spend,24925.65684081219,2.6441211360591654
Geo14,10,print_spend,14605.459865542902,2.3468805322402813
Geo14,10,search_spend,78703.04478924777,2.872244009991208
Geo14,10,social_spend,30321.871920144804,2.172923205199135
Geo14,11,tv_spend,43422.96908751731,4.0302251482818825
Geo14,11,radio_spend,23701.096534785484,4.651089730281358
Geo14,11,print_spend,13000.038625712144,3.6663766275080554
Geo14,11,search_spend,77481.60980409074,3.164543506020647
Geo14,11,social_spend,29295.75550605284,3.0617535227541977
Geo14,12,tv_spend,43179.33574258036,3.80577543614713
Geo14,12,radio_spend,24023.40994043506,2.9759227566594886
Geo14,12,print_spend,12934.98631172086,3.6722998653401167
Geo14,12,search_spend,76824.85011755305,3.5309048900391065
Geo14,12,social_spend,28671.318686818235,3.449084918393705
Geo15,1,tv_spend,41413.767059146514,6.434244808179146
Geo15,1,radio_spend,23232.63993224405,4.73452773082511
Geo15,1,print_spend,12564.778867623414,5.914578326273108
Geo15,1,search_spend,74632.82619767192,5.116656820899435
Geo15,1,social_spend,29633.142970295103,2.5022911949525826
Geo15,2,tv_spend,41897.895813907606,4.438424715995794
Geo15,2,radio_spend,23658.042589614903,3.018900755102807
Geo15,2,print_spend,11337.47976203713,9.387018578273572
Geo15,2,search_spend,75530.18593044112,3.792317191503117
Geo15,2,social_spend,28984.795755950843,2.985703494509009
Geo15,3,tv_spend,41298.844002383645,7.117946953636107
Geo15,3,radio_spend,22798.488763308633,5.592029373394711
Geo15,3,print_spend,9815.420353143623,22.79161725063134
Geo15,3,search_spend,72082.54571978906,7.069514409276209
Geo15,3,social_spend,28587.76206283734,3.7322135819115156
Geo15,4,tv_spend,40823.44417892901,5.7461031214808544
Geo15,4,radio_spend,23660.63392986884,3.90433961370521
Geo15,4,print_spend,10806.332614772842,8.92802275011995
Geo15,4,search_spend,74473.76763798883,4.515793934603181
Geo15,4,social_spend,28525.75723689859,3.1269184715236866
Geo15,5,tv_spend,40765.35089923765,5.657345306158394
Geo15,5,radio_spend,23067.26135144896,4.380451560370677
Geo15,5,print_spend,10859.947528704752,10.086147067048268
Geo15,5,search_spend,73795.80045395897,4.952949336544458
Geo15,5,social_spend,29328.76108266034,2.758116176415316
Geo15,6,tv_spend,42725.68350673388,4.836248692368949
Geo15,6,radio_spend,22368.353923025225,5.625184629536493
Geo15,6,print_spend,9622.978372467125,7.617357274899647
Geo15,6,search_spend,73777.6641833078,5.056653840374165
Geo15,6,social_spend,28838.326370963223,3.227972878077288
Geo15,7,tv_spend,42050.833181830036,4.486254125983906
Geo15,7,radio_spend,21869.064862302228,7.340486306619219
Geo15,7,print_spend,12677.718146783965,4.54133338352528
Geo15,7,search_spend,73829.30625328627,5.057322265376876
Geo15,7,social_spend,28910.695340188304,3.0512897125780283
Geo15,8,tv_spend,43116.54937365541,4.384814690379576
Geo15,8,radio_spend,24258.06891565097,2.9258606909691403
Geo15,8,print_spend,13068.223265782783,2.4940664280495506
Geo15,8,search_spend,77130.40272677624,3.013065189775385
Geo15,8,social_spend,29683.271938576898,2.360155187997177
Geo15,9,tv_spend,42285.381746109684,5.151634853173551
Geo15,9,radio_spend,24919.70417341402,2.5768655751796765
Geo15,9,print_spend,13474.249023193841,3.8746818064519837
Geo15,9,search_spend,76733.5179786089,3.6899925452684483
Geo15,9,social_spend,29874.065984083754,2.511880009679407
Geo15,10,tv_spend,42332.77216598086,5.202346408160379
Geo15,10,radio_spend,24374.732056231816,3.1624383826488764
Geo15,10,print_spend,13208.298800950251,2.6161043578509053
Geo15,10,search_spend,76585.20955280664,3.5507242205102005
Geo15,10,social_spend,29881.18672359343,2.4536955236191056
Geo15,11,tv_spend,43397.01744436543,3.9839789956018934
Geo15,11,radio_spend,24752.931985332136,2.5248349981308142
Geo15,11,print_spend,13725.2884311305,2.472706763618892
Geo15,11,search_spend,77937.83130406815,2.8930678386060507
Geo15,11,social_spend,30374.576312327106,1.8913329623300277
Geo15,12,tv_spend,43895.318196053246,3.8772092246148664
Geo15,12,radio_spend,24223.13679120762,4.234768580832241
Geo15,12,print_spend,13535.649728061793,4.09476451596232
Geo15,12,search_spend,76996.34634363465,3.4525642657649116
Geo15,12,social_spend,29125.699847970434,2.5384076519254193
Geo16,1,tv_spend,40216.693033380034,9.266440965201912
Geo16,1,radio_spend,22071.187326476294,7.333949155651412
Geo16,1,print_spend,11341.897304772468,6.480147673793712
Geo16,1,search_spend,71105.42309152114,7.181426295272136
Geo16,1,social_spend,27360.488482096247,4.779678782188382
Geo16,2,tv_spend,39470.4684220088,8.865113286388286
Geo16,2,radio_spend,21194.50565268351,7.254048122214834
Geo16,2,print_spend,10852.95630079628,11.584043120888712
