geo,date,tv_impression,radio_impression,print_impression,search_impression,social_impression,competitor_sales_control,sentiment_score_control,tv_spend,radio_spend,print_spend,search_spend,social_spend,population,sales
Geo0,9/6/21,73496,0,0,155334,175968,-0.3233289,-2.1662579,538.92584,0,0,1210.4932,1371.1271,136670.94,52259.92936
Geo0,9/13/21,208795,245380,0,673509,379345,1.4636033,-0.23727089,1531.0359,2365.7654,0,5248.548,2955.8228,136670.94,32977.20516
Geo0,9/20/21,189431,155799,0,282879,300287,-0.63264465,-0.7244637,1389.0452,1502.0942,0,2204.431,2339.8098,136670.94,64137.87766
Geo0,9/27/21,151698,205055,0,489137,405670,-0.020206705,-1.5114229,1112.3594,1976.9828,0,3811.7666,3160.9448,136670.94,48082.94468
Geo0,10/4/21,319900,146187,14469,762709,104958,1.4515426,-0.6711726,2345.7383,1409.4227,107.51804,5943.6694,817.8234,136670.94,21309.17786
Geo0,10/11/21,307650,577327,295997,915117,800469,2.0164177,-0.16415071,2255.9124,5566.1436,2199.5312,7131.361,6237.1836,136670.94,27443.38212
Geo0,10/18/21,367332,85671,362145,642076,305810,0.9615391,0.4220463,2693.5437,825.97394,2691.072,5003.596,2382.8445,136670.94,54471.40394
Geo0,10/25/21,175832,209304,0,290784,390589,0.36119574,-0.30546933,1289.3274,2017.9484,0,2266.0332,3043.435,136670.94,52531.31059
Geo0,11/1/21,168631,86902,0,403115,0,-0.5987632,0.14141196,1236.5244,837.8423,0,3141.411,0,136670.94,47520.60222
Geo0,11/8/21,238164,0,0,472360,355192,0.33029667,1.2681701,1746.3906,0,0,3681.0264,2767.6248,136670.94,28623.34554
Geo0,11/15/21,375155,273468,0,749763,183852,-0.016226262,1.2139597,2750.9077,2636.5684,0,5842.7837,1432.5585,136670.94,52168.34116
Geo0,11/22/21,520753,403994,148653,970082,269750,-0.49421322,3.2494621,3818.5376,3894.9998,1104.6293,7559.6943,2101.8682,136670.94,77885.75037
Geo0,11/29/21,172833,416089,0,641773,368880,0.93568575,0.2566672,1267.3365,4011.6106,0,5001.2344,2874.2803,136670.94,42631.84693
Geo0,12/6/21,9903,359768,0,410835,417982,0.027330041,0.7406813,72.61596,3468.6064,0,3201.5715,3256.8787,136670.94,40104.15796
Geo0,12/13/21,76250,393135,0,253507,256723,-0.03356865,0.31170642,559.1201,3790.3054,0,1975.5397,2000.3629,136670.94,53509.99183
Geo0,12/20/21,209231,18239,0,420895,29187,-0.31126687,-0.48883623,1534.233,175.84642,0,3279.9675,227.42253,136670.94,56188.56529
Geo0,12/27/21,405537,141793,3596,848756,318456,0.86072326,-0.07130891,2973.6904,1367.0591,26.721603,6614.22,2481.381,136670.94,40086.34643
Geo0,1/3/22,374597,0,0,236533,58164,-0.9655842,0.45107216,2746.816,0,0,1843.2639,453.20874,136670.94,59655.25718
Geo0,1/10/22,36607,54538,0,587840,595561,-0.47562334,-0.46259028,268.429,525.8135,0,4580.9434,4640.5586,136670.94,39001.74063
Geo0,1/17/22,137673,0,0,471948,323556,0.42950368,-1.6772591,1009.518,0,0,3677.8154,2521.1196,136670.94,53474.77025
Geo0,1/24/22,579492,43963,0,393241,0,-1.6291564,0.8005363,4249.2544,423.85748,0,3064.4646,0,136670.94,68777.83962
Geo0,1/31/22,308581,0,0,191085,0,-0.40192538,-2.3970306,2262.739,0,0,1489.0948,0,136670.94,19148.64511
Geo0,2/7/22,297608,400014,0,389475,545883,0.45713294,0.86050504,2182.277,3856.6274,0,3035.1165,4253.472,136670.94,31209.10973
Geo0,2/14/22,245095,220899,0,579486,0,-0.4965551,1.5591516,1797.2137,2129.7385,0,4515.842,0,136670.94,39452.64016
Geo0,2/21/22,15123,202927,473934,598668,239147,2.116428,0.6951898,110.89278,1956.4663,3521.7678,4665.324,1863.4122,136670.94,19818.88322
Geo0,2/28/22,183311,177421,0,222313,0,-2.3563435,0.102197394,1344.1687,1710.557,0,1732.4497,0,136670.94,81218.97496
Geo0,3/7/22,410756,30425,14469,511332,335344,0.12923342,-0.113438696,3011.96,293.33447,107.51804,3984.7288,2612.9707,136670.94,35538.65452
Geo0,3/14/22,306297,341106,199621,647233,525200,0.284594,1.1370645,2245.991,3288.682,1483.3687,5043.7837,4092.312,136670.94,49671.29736
Geo0,3/21/22,302066,0,0,865187,53750,-0.17871842,0.014229178,2214.9663,0,0,6742.2646,418.81525,136670.94,48753.62885
Geo0,3/28/22,248430,0,0,183041,0,-1.1868709,-1.491713,1821.6683,0,0,1426.4094,0,136670.94,54632.80274
Geo0,4/4/22,71431,153986,197484,308073,341741,-1.37861,1.3533523,523.78375,1484.6146,1467.4886,2400.7637,2662.8157,136670.94,73425.50288
Geo0,4/11/22,205338,0,0,559674,88454,0.85015684,-0.72383606,1505.6868,0,0,4361.45,689.22577,136670.94,24533.99065
Geo0,4/18/22,63661,0,0,321413,149003,-1.2089398,-1.5254242,466.8085,0,0,2504.7202,1161.0183,136670.94,51172.12896
Geo0,4/25/22,114318,0,0,307610,0,-0.940853,-2.318157,838.26227,0,0,2397.1558,0,136670.94,42643.02572
Geo0,5/2/22,8715,157943,0,328810,0,-1.6358266,0.33082163,63.904682,1522.765,0,2562.364,0,136670.94,27626.15939
Geo0,5/9/22,165397,10443,0,510014,291887,-0.005049259,-0.49602363,1212.8104,100.68338,0,3974.4578,2274.3577,136670.94,71873.22411
Geo0,5/16/22,0,30888,0,375457,216629,-1.4216976,-0.85026455,0,297.79837,0,2925.8765,1687.954,136670.94,47900.15959
Geo0,5/23/22,132926,430323,48499,212899,309589,0.10301748,-0.9344294,974.70953,4148.8438,360.3924,1659.088,2412.29,136670.94,64486.10469
Geo0,5/30/22,269624,0,0,598379,601497,0.85623324,-0.4434283,1977.0781,0,0,4663.072,4686.8115,136670.94,55795.91821
Geo0,6/6/22,612859,48312,0,304242,306014,-2.2206829,-0.6584718,4493.9253,465.7872,0,2370.9092,2384.434,136670.94,55607.85706
Geo0,6/13/22,382977,383237,0,288614,303019,-1.2487503,1.8107901,2808.2642,3694.8767,0,2249.1228,2361.0972,136670.94,48711.68215
Geo0,6/20/22,0,166375,0,358551,117936,-0.6823603,-0.67876065,0,1604.0598,0,2794.1309,918.9469,136670.94,31086.3443
Geo0,6/27/22,111527,449120,0,364583,11643,-2.280542,1.1343421,817.79663,4330.07,0,2841.1372,90.72123,136670.94,68882.83227
Geo0,7/4/22,566751,0,148981,380696,379788,-1.1102456,1.0116013,4155.828,0,1107.0665,2966.7034,2959.2744,136670.94,60265.76121
Geo0,7/11/22,294096,18443,167332,930557,530907,1.3211659,1.1586655,2156.5244,177.81323,1243.4315,7251.6826,4136.7803,136670.94,57879.46923
Geo0,7/18/22,79902,79385,0,297898,292292,-0.1673303,-0.9862238,585.89923,765.3692,0,2321.4714,2277.5134,136670.94,44315.21447
Geo0,7/25/22,217515,318165,0,414344,420727,-0.7474463,1.7219849,1594.9773,3067.5024,0,3228.9167,3278.2676,136670.94,48185.78651
Geo0,8/1/22,150049,45187,151653,485379,472051,2.1983528,-0.42495847,1100.2677,435.65836,1126.922,3782.481,3678.1797,136670.94,12941.20997
Geo0,8/8/22,215156,103971,100212,389850,161554,0.5942442,0.6480067,1577.6793,1002.4085,744.6678,3038.0388,1258.8145,136670.94,33104.70161
Geo0,8/15/22,39006,6811,0,301537,107881,-1.3364316,-0.621883,286.0202,65.66643,0,2349.8298,840.5992,136670.94,46682.51105
Geo0,8/22/22,287110,575334,175409,274969,429373,0.74234253,1.1299608,2105.2983,5546.9287,1303.451,2142.7896,3345.6365,136670.94,56950.41748
Geo0,8/29/22,622406,305225,376263,800796,613038,1.4169893,1.5572851,4563.931,2942.745,2795.982,6240.4756,4776.738,136670.94,50528.27067
Geo0,9/5/22,314555,0,0,758119,28933,1.2290671,-1.1452007,2306.5447,0,0,5907.9004,225.44337,136670.94,22083.40415
Geo0,9/12/22,0,71623,199498,507936,392550,1.6632881,-0.49532586,0,690.53394,1482.4545,3958.2642,3058.715,136670.94,55677.94752
Geo0,9/19/22,523585,95627,321059,500605,251940,0.46307784,0.7472849,3839.3037,921.96204,2385.7651,3901.135,1963.0942,136670.94,39869.60547
Geo0,9/26/22,316706,408217,168271,944990,384225,1.0406995,1.0887835,2322.3174,3935.7146,1250.4092,7364.1567,2993.8472,136670.94,59492.7788
Geo0,10/3/22,495955,322925,24285,895616,241546,0.62559754,1.4755116,3636.7007,3113.3948,180.46,6979.3926,1882.1051,136670.94,43971.17668
Geo0,10/10/22,315727,230430,63614,290206,611526,1.84513,0.000629902,2315.1387,2221.629,472.71082,2261.529,4764.9565,136670.94,57362.51306
Geo0,10/17/22,185487,209779,366345,984345,738102,3.051661,1.3777279,1360.1249,2022.5278,2722.282,7670.8433,5751.2256,136670.94,35654.21296
Geo0,10/24/22,110803,96884,0,305280,248078,-0.023480624,-0.6229453,812.48773,934.08105,0,2378.9983,1933.0018,136670.94,34419.66388
Geo0,10/31/22,367094,353510,63769,540719,60695,-0.39045686,1.3595812,2691.7988,3408.2717,473.8626,4213.737,472.93005,136670.94,71610.92143
Geo0,11/7/22,259605,64010,0,627892,591187,1.1349496,0.8737269,1903.6116,617.13525,0,4893.062,4606.477,136670.94,41059.29973
Geo0,11/14/22,463582,0,0,342227,25038,-1.3574674,-0.19535708,3399.3186,0,0,2666.9204,195.09387,136670.94,76408.52209
Geo0,11/21/22,249611,0,0,429676,128859,1.0829043,-0.5786314,1830.3284,0,0,3348.3965,1004.0579,136670.94,47485.79113
Geo0,11/28/22,199935,132459,138225,765472,548471,2.5684571,0.7084166,1466.068,1277.0679,1027.1395,5965.201,4273.6377,136670.94,21662.18123
Geo0,12/5/22,222585,354737,0,558784,105485,-0.23991112,-0.08572066,1632.1542,3420.1016,0,4354.5146,821.9298,136670.94,56074.10319
Geo0,12/12/22,29492,108697,54139,627121,169003,1.7712035,-0.55998945,216.25667,1047.9729,402.30283,4887.054,1316.8563,136670.94,22567.41924
Geo0,12/19/22,211475,0,210215,593108,165537,0.43662426,0.06374636,1550.6876,0,1562.0918,4621.996,1289.8496,136670.94,29184.97055
Geo0,12/26/22,233098,255270,186358,280160,128316,0.044707805,0.85018,1709.2432,2461.1172,1384.8123,2183.2422,999.82697,136670.94,41527.48402
Geo0,1/2/23,100713,26628,0,513233,204442,0.18120709,-0.24844135,738.50055,256.7267,0,3999.543,1592.994,136670.94,41408.09977
Geo0,1/9/23,244492,158008,0,409000,0,-0.17927,-0.05996126,1792.7921,1523.3917,0,3187.2717,0,136670.94,32168.13331
Geo0,1/16/23,287659,0,0,312341,204828,-0.50717604,-0.43074533,2109.3237,0,0,2434.0234,1596.0016,136670.94,25934.15801
Geo0,1/23/23,23859,0,0,142901,44410,-1.6848481,-1.5306635,174.95143,0,0,1113.6047,346.0388,136670.94,64716.2055
Geo0,1/30/23,0,0,0,156669,6038,-0.44457,-1.654838,0,0,0,1220.8965,47.04756,136670.94,58556.6889
Geo0,2/6/23,156970,0,0,308908,34708,-0.5034393,0.6843814,1151.0175,0,0,2407.2708,270.44165,136670.94,19670.26415
Geo0,2/13/23,481782,172527,0,166221,123038,0.030964851,0.42364636,3532.774,1663.3728,0,1295.3337,958.70123,136670.94,44202.42535
Geo0,2/20/23,0,292041,0,0,0,0.1878117,-3.2211893,0,2815.635,0,0,0,136670.94,21519.68877
Geo0,2/27/23,308228,158000,122358,612010,322086,-0.9156432,0.6082955,2260.1504,1523.3146,909.23303,4769.2964,2509.6658,136670.94,60822.89472
Geo0,3/6/23,26378,106328,0,529967,403524,1.0044158,-1.1133806,193.42258,1025.1329,0,4129.948,3144.2231,136670.94,41042.63187
Geo0,3/13/23,0,0,0,529206,0,-0.3503667,-0.086541116,0,0,0,4124.018,0,136670.94,33719.75858
Geo0,3/20/23,80371,16165,41056,68180,0,-0.29209518,-1.6512051,589.3383,155.8505,305.08405,531.31586,0,136670.94,33271.4452
Geo0,3/27/23,75067,277995,979,492758,30509,-1.8022707,1.4024874,550.4455,2680.2144,7.274875,3839.9846,237.72343,136670.94,54572.51104
Geo0,4/3/23,265243,381022,0,471021,0,-1.4912351,1.5805829,1944.9535,3673.5212,0,3670.5916,0,136670.94,57991.61617
Geo0,4/10/23,342578,295734,0,298428,187298,-1.0930823,-0.8079912,2512.0298,2851.24,0,2325.6018,1459.4095,136670.94,46767.6463
Geo0,4/17/23,27329,246745,0,516712,127012,-0.13577867,-0.42502907,200.39598,2378.9258,0,4026.6543,989.66626,136670.94,29332.84107
Geo0,4/24/23,0,146559,0,157498,445312,-1.4790956,-0.005551159,0,1413.0093,0,1227.3567,3469.8318,136670.94,50178.50478
Geo0,5/1/23,226898,74761,368479,673861,269730,0.7725863,0.48848003,1663.7803,720.78815,2738.1394,5251.2915,2101.7122,136670.94,27501.4627
Geo0,5/8/23,22998,141311,0,71708,122686,-0.30087912,-1.7956973,168.63797,1362.4121,0,558.809,955.95844,136670.94,48493.41707
Geo0,5/15/23,484169,0,0,105194,0,-1.7802922,-0.06326264,3550.2773,0,0,819.7601,0,136670.94,60250.40195
Geo0,5/22/23,225878,4905,0,227050,62148,-1.252212,-0.16797458,1656.3009,47.29024,0,1769.3644,484.2517,136670.94,37678.8334
Geo0,5/29/23,548106,144594,0,509233,159879,-0.8010889,-0.74721134,4019.1096,1394.0642,0,3968.3716,1245.763,136670.94,81407.86347
Geo0,6/5/23,30399,9615,0,187115,30214,-0.5501341,-1.3511072,222.90746,92.70044,0,1458.1573,235.42482,136670.94,65695.7049
Geo0,6/12/23,274492,181424,154054,374895,369280,-0.26034456,2.111864,2012.7739,1749.1508,1144.7637,2921.497,2877.397,136670.94,35949.68647
Geo0,6/19/23,223586,0,0,649378,0,0.18249226,-1.2788186,1639.4943,0,0,5060.499,0,136670.94,53638.50586
Geo0,6/26/23,11165,159963,229167,608864,292965,-0.46319485,0.037628412,81.86985,1542.2404,1702.9226,4744.78,2282.7576,136670.94,36670.35894
Geo0,7/3/23,320968,113578,0,254295,35206,-0.91686636,-0.93919355,2353.5696,1095.0317,0,1981.6804,274.32202,136670.94,51687.49762
Geo0,7/10/23,199186,85065,0,323625,22121,0.5183017,-1.2439843,1460.5758,820.13135,0,2521.958,172.36487,136670.94,30148.30599
Geo0,7/17/23,293026,269089,0,281053,157623,-1.9768672,0.21212578,2148.6785,2594.3494,0,2190.2012,1228.1844,136670.94,66912.21375
Geo0,7/24/23,127607,0,0,161076,333478,0.5035022,-2.3320017,935.7068,0,0,1255.2396,2598.431,136670.94,21661.5817
Geo0,7/31/23,0,0,0,230059,416615,0.45361844,-0.553414,0,0,0,1792.8131,3246.2273,136670.94,29765.8319
Geo0,8/7/23,249252,0,0,363425,216634,1.4869119,-0.7411159,1827.6959,0,0,2832.113,1687.993,136670.94,20187.78336
Geo0,8/14/23,347281,38774,0,355492,301460,-0.17118827,-2.2247999,2546.5154,373.82913,0,2770.2925,2348.9497,136670.94,69935.75919
Geo0,8/21/23,226179,238087,217863,595325,406302,2.5932772,-0.014956832,1658.508,2295.452,1618.9235,4639.273,3165.8691,136670.94,17031.43092
Geo0,8/28/23,71990,0,0,344192,141534,-1.2158941,-0.5780036,527.88275,0,0,2682.2332,1102.8204,136670.94,63396.61582
Geo0,9/4/23,413648,378525,455266,712102,416156,1.5675192,0.8500572,3033.1663,3649.4473,3383.0474,5549.2974,3242.6506,136670.94,38115.53139
Geo0,9/11/23,124229,229262,99138,865630,412929,2.2832355,0.5938237,910.9369,2210.368,736.687,6745.7163,3217.5063,136670.94,52411.09759
Geo0,9/18/23,0,164742,0,261587,114212,-0.18241239,-1.3806567,0,1588.3158,0,2038.5057,889.9298,136670.94,55846.12227
Geo0,9/25/23,489714,150033,301683,738615,391996,-0.14049292,1.3925332,3590.9373,1446.5029,2241.7834,5755.909,3054.3982,136670.94,45369.49444
Geo0,10/2/23,344966,171891,0,400879,426141,0.5181185,1.4628673,2529.5403,1657.2408,0,3123.986,3320.453,136670.94,26560.21354
Geo0,10/9/23,273775,255048,0,489120,515497,-1.6781695,1.6788213,2007.5162,2458.9768,0,3811.6343,4016.707,136670.94,54259.44616
Geo0,10/16/23,154999,380851,422820,835947,601505,2.9874253,0.35291868,1136.5647,3671.8728,3141.9436,6514.4014,4686.874,136670.94,31131.75417
Geo0,10/23/23,407551,177392,371910,779124,421906,0.8134521,1.4057963,2988.4587,1710.2773,2763.635,6071.589,3287.4543,136670.94,50239.49681
Geo0,10/30/23,406914,81893,29611,174997,257069,0.6495202,1.0289708,2983.7878,789.5494,220.03711,1363.7238,2003.0588,136670.94,71185.42414
Geo0,11/6/23,176909,119317,234617,546091,305829,1.7949613,-0.6812645,1297.2247,1150.3629,1743.4213,4255.6,2382.9924,136670.94,41311.38025
Geo0,11/13/23,299061,341781,481152,910568,185364,0.3260366,1.6720053,2192.9314,3295.1897,3575.4043,7095.911,1444.3398,136670.94,37004.19687
Geo0,11/20/23,36766,128466,0,490458,0,0.89583445,0.19123673,269.5949,1238.5706,0,3822.061,0,136670.94,34346.66243
Geo0,11/27/23,202669,0,0,195178,0,0.48896912,-1.5795896,1486.1156,0,0,1520.991,0,136670.94,17965.53516
Geo0,12/4/23,318244,106720,185866,473261,273689,-0.4569539,0.75998265,2333.5952,1028.9122,1381.1562,3688.0476,2132.5605,136670.94,41396.47651
Geo0,12/11/23,367129,0,0,463676,3660,-1.3869402,-1.7434634,2692.0552,0,0,3613.353,28.518396,136670.94,52900.0873
Geo0,12/18/23,0,305971,0,426874,150182,0.18506959,0.7492187,0,2949.9373,0,3326.561,1170.2048,136670.94,69943.19335
Geo0,12/25/23,65532,0,156942,223832,166381,0.504395,0.09916818,480.528,0,1166.2241,1744.2871,1296.426,136670.94,47809.17308
Geo0,1/1/24,46686,0,0,590599,98815,-1.4900186,-0.6456119,342.3355,0,0,4602.444,769.95776,136670.94,40950.47243
Geo0,1/8/24,69662,188196,0,0,27429,-1.4336833,-1.4066994,510.81216,1814.4413,0,0,213.72435,136670.94,42242.65639
Geo0,1/15/24,0,0,0,153290,0,-1.7149,-1.5670278,0,0,0,1194.5645,0,136670.94,45223.52212
Geo1,1/25/21,293884,191662,108120,415415,710474,0.035612315,-0.9478129,2154.97,1847.8578,803.4316,3237.2627,5535.9507,199816.9,42706.71895
Geo1,2/1/21,597519,360999,255145,584855,452186,1.0094333,1.3229833,4381.4414,3480.475,1895.9633,4557.6816,3523.3933,199816.9,37876.95001
Geo1,2/8/21,101282,456699,0,346725,5589,-1.590099,-1.3597856,742.67285,4403.141,0,2701.9724,43.548992,199816.9,144684.651
Geo1,2/15/21,764935,160320,0,709178,128311,-1.2895136,1.6275752,5609.0566,1545.6823,0,5526.511,999.788,199816.9,134537.4493
Geo1,2/22/21,336554,411163,0,552504,763935,-0.016199833,0.41538808,2467.8572,3964.1177,0,4305.5757,5952.514,199816.9,61211.33673
Geo1,3/1/21,14768,160193,0,139937,97866,-1.203648,-2.4560122,108.28966,1544.4578,0,1090.5067,762.56323,199816.9,80630.06868
Geo1,3/8/21,674608,68134,0,1230241,675159,-0.8985154,0.9760616,4946.7134,656.8957,0,9587.072,5260.779,199816.9,105705.6982
Geo1,3/15/21,537424,90647,0,465799,505284,-0.3466078,-0.084011585,3940.7815,873.94867,0,3629.8972,3937.1282,199816.9,95063.67869
Geo1,3/22/21,266579,113327,147075,998091,801985,2.002528,-1.7444731,1954.75,1092.6118,1092.9032,7777.964,6248.996,199816.9,13448.93179
Geo1,3/29/21,385287,361717,789141,1148082,571734,1.3799336,1.3186967,2825.203,3487.3972,5864.047,8946.82,4454.901,199816.9,38720.81734
Geo1,4/5/21,575662,655659,16983,1384928,400659,-0.31317762,2.577884,4221.17,6321.36,126.199394,10792.523,3121.8994,199816.9,50907.67166
Geo1,4/12/21,0,0,0,386263,167901,-0.42725042,-1.0355306,0,0,0,3010.086,1308.2698,199816.9,74309.88386
Geo1,4/19/21,220273,225327,0,785644,315769,-0.7331597,-0.88391984,1615.2009,2172.4297,0,6122.3984,2460.4443,199816.9,80351.9979
Geo1,4/26/21,0,0,0,243599,108048,-1.5561299,-2.774277,0,0,0,1898.3281,841.90045,199816.9,87580.79004
Geo1,5/3/21,457211,0,0,177763,440162,-0.5889628,-0.18811141,3352.6018,0,0,1385.2788,3429.7036,199816.9,72182.03709
Geo1,5/10/21,237640,309212,0,1106935,239096,-0.28827938,0.18085691,1742.5483,2981.1846,0,8626.168,1863.0149,199816.9,91259.45722
Geo1,5/17/21,59551,145053,0,408271,0,-1.3558961,-1.0025408,436.671,1398.4895,0,3181.5908,0,199816.9,111370.0729
Geo1,5/24/21,212978,0,0,155961,0,-1.6512746,-0.73557544,1561.7087,0,0,1215.3793,0,199816.9,126762.2691
Geo1,5/31/21,670512,68122,0,794471,872300,0.3012076,-0.7583865,4916.679,656.78,0,6191.186,6796.8843,199816.9,32709.49983
Geo1,6/7/21,140461,429724,0,677616,87092,-0.38730177,2.0158389,1029.9617,4143.0684,0,5280.5537,678.61316,199816.9,83177.65614
Geo1,6/14/21,201198,186865,0,664730,804040,0.16884914,-0.25909993,1475.3292,1801.6088,0,5180.135,6265.0083,199816.9,44432.82132
Geo1,6/21/21,7202,408307,0,114326,8323,-1.1998879,-0.5185815,52.810272,3936.5823,0,890.92426,64.85208,199816.9,99858.41734
Geo1,6/28/21,184127,85350,293600,1220922,896192,3.924682,-0.7969333,1350.1523,822.87915,2181.7195,9514.45,6983.049,199816.9,14303.68979
Geo1,7/5/21,329011,428863,306166,1216659,1059273,1.1030211,1.4466391,2412.5464,4134.7676,2275.0964,9481.23,8253.762,199816.9,63255.89777
Geo1,7/12/21,440854,0,0,196761,89816,0.5860656,-1.852821,3232.6602,0,0,1533.3271,699.8383,199816.9,48978.05712
Geo1,7/19/21,130254,4645,0,428038,85168,-0.9556161,0.06406179,955.1165,44.78352,0,3335.6318,663.6215,199816.9,113953.3924
Geo1,7/26/21,171485,443899,10215,528000,812299,0.9151922,0.59606355,1257.452,4279.733,75.90689,4114.6196,6329.362,199816.9,46248.79324
Geo1,8/2/21,149777,266780,131761,675799,787984,1.2076584,-1.1591729,1098.2732,2572.0876,979.1061,5266.394,6139.9014,199816.9,12830.40752
Geo1,8/9/21,875489,217426,0,1107609,118683,-0.9165772,0.35311782,6419.7183,2096.2544,0,8631.42,924.76746,199816.9,95767.28534
Geo1,8/16/21,0,0,0,1014696,445693,1.937835,-1.0735035,0,0,0,7907.364,3472.8005,199816.9,35731.78352
Geo1,8/23/21,580878,19250,0,664534,460756,-0.2637428,-1.9054031,4259.4175,185.5937,0,5178.6074,3590.17,199816.9,60872.48842
Geo1,8/30/21,922491,846140,701953,1455221,810291,1.5899689,0.88152635,6764.371,8157.8315,5216.1597,11340.305,6313.716,199816.9,32895.80431
Geo1,9/6/21,228813,0,0,165314,462878,-0.77308255,-2.1050136,1677.8224,0,0,1288.2656,3606.7046,199816.9,67908.27374
Geo1,9/13/21,182205,121904,0,714362,228396,-0.41888237,-0.5010134,1336.0588,1175.3048,0,5566.909,1779.6415,199816.9,57127.29348
