geo,year,month,quarter,channel,contribution,roi
Geo0,2021,11,4,radio_spend,20835.289931619518,9.153523988994062
Geo0,2021,11,4,print_spend,9957.47860714023,45.07158468067174
Geo0,2021,11,4,search_spend,65649.85779122273,13.012262733654014
Geo0,2021,11,4,social_spend,24520.862797610338,13.36092859981934
Geo0,2021,12,4,tv_spend,34184.8738608532,26.604777321844743
Geo0,2021,12,4,radio_spend,21702.052881163563,9.862532743937278
Geo0,2021,12,4,print_spend,7497.059152332295,1122.2469179460968
Geo0,2021,12,4,search_spend,64407.081183100345,17.09396979388388
Geo0,2021,12,4,social_spend,24643.01344710727,12.374026531334637
Geo0,2022,1,1,tv_spend,36132.904895887295,17.14612330597645
Geo0,2022,1,1,radio_spend,17174.75349295326,90.4247568613356
Geo0,2022,1,1,print_spend,3510.8010803216766,
Geo0,2022,1,1,search_spend,63445.98205861005,21.64567112575148
Geo0,2022,1,1,social_spend,23807.19074530825,15.632005394756556
Geo0,2022,2,1,tv_spend,35321.73144689412,25.997896626613393
Geo0,2022,2,1,radio_spend,21136.7805109815,8.758283779123504
Geo0,2022,2,1,print_spend,6506.150774042894,7.389641956568396
Geo0,2022,2,1,search_spend,63332.27068826887,18.161441421398536
Geo0,2022,2,1,social_spend,23491.9650936069,15.362046640416638
Geo0,2022,3,1,tv_spend,36590.43573562505,15.74698961753606
Geo0,2022,3,1,radio_spend,19594.92422886924,21.881445150216457
Geo0,2022,3,1,print_spend,10714.790356023377,26.94042281356466
Geo0,2022,3,1,search_spend,64828.34481555774,15.078825787126922
Geo0,2022,3,1,social_spend,23944.90468518862,13.44445562272968
Geo0,2022,4,2,tv_spend,33687.91369013595,40.4108516971515
Geo0,2022,4,2,radio_spend,16770.24422538537,45.184101585382145
Geo0,2022,4,2,print_spend,9956.829636930077,27.13978053916079
Geo0,2022,4,2,search_spend,62784.040829559846,21.530712621169176
Geo0,2022,4,2,social_spend,22835.417716784712,20.239410848117096
Geo0,2022,5,2,tv_spend,31671.541062241333,37.450065920924175
Geo0,2022,5,2,radio_spend,18875.52810324252,15.547979019227745
Geo0,2022,5,2,print_spend,7198.8705832710475,99.87544941667815
Geo0,2022,5,2,search_spend,62519.53838301293,19.803642577840854
Geo0,2022,5,2,social_spend,23306.023999443078,10.534831118795507
Geo0,2022,6,2,tv_spend,36135.180830728765,17.80061209573951
Geo0,2022,6,2,radio_spend,20895.760616852487,8.27981679976382
Geo0,2022,6,2,print_spend,5494.051420663082,
Geo0,2022,6,2,search_spend,61969.906819925964,24.170879921856585
Geo0,2022,6,2,social_spend,24383.26246942901,16.946945585239362
Geo0,2022,7,3,tv_spend,36225.51016678968,17.060889546416448
Geo0,2022,7,3,radio_spend,19870.928034792694,19.8179900710799
Geo0,2022,7,3,print_spend,10651.528919983235,18.12642073293955
Geo0,2022,7,3,search_spend,64083.40305056692,16.255772996473308
Geo0,2022,7,3,social_spend,25380.221638450526,8.024202096918007
Geo0,2022,8,3,tv_spend,35054.336053743165,18.194550507582385
Geo0,2022,8,3,radio_spend,20368.191175664622,10.190814401958336
Geo0,2022,8,3,print_spend,11385.957369684102,9.534344241395377
Geo0,2022,8,3,search_spend,63209.53263617374,18.004705400101905
Geo0,2022,8,3,social_spend,25297.177837921663,9.099725272718674
Geo0,2022,9,3,tv_spend,36702.85219366322,17.336860453848566
Geo0,2022,9,3,radio_spend,20278.77962150269,14.620050431829638
Geo0,2022,9,3,print_spend,12227.939072130805,9.555636519007438
Geo0,2022,9,3,search_spend,66110.2841032801,12.514099012339267
Geo0,2022,9,3,social_spend,24997.030477116594,12.132861474684752
Geo0,2022,10,4,tv_spend,36681.65160796179,16.956731211438534
Geo0,2022,10,4,radio_spend,21494.82215988479,9.185896532515152
Geo0,2022,10,4,print_spend,11612.18269419695,15.083438777013692
Geo0,2022,10,4,search_spend,66169.92215482293,14.076011315233778
Geo0,2022,10,4,social_spend,25742.424700729003,8.694286613088519
Geo0,2022,11,4,tv_spend,36695.328854718486,17.068931353168274
Geo0,2022,11,4,radio_spend,18788.964589504565,39.67676769939816
Geo0,2022,11,4,print_spend,9483.95114665412,36.93344924094194
Geo0,2022,11,4,search_spend,64756.04969703878,15.350873988995964
Geo0,2022,11,4,social_spend,24802.123705136553,9.842828852261333
Geo0,2022,12,4,tv_spend,34576.41595389907,27.074474017239393
Geo0,2022,12,4,radio_spend,20317.16161620893,11.728445392099013
Geo0,2022,12,4,print_spend,10932.998481171255,13.057417722674131
Geo0,2022,12,4,search_spend,65185.23135913235,16.248773272233162
Geo0,2022,12,4,social_spend,23719.097742953036,21.424227331651448
Geo0,2023,1,1,tv_spend,33573.09312294757,34.858914521339756
Geo0,2023,1,1,radio_spend,17656.75342387496,49.59432311883008
Geo0,2023,1,1,print_spend,8826.70341481383,
Geo0,2023,1,1,search_spend,61628.61501313126,25.774515246560696
Geo0,2023,1,1,social_spend,21888.005467988456,30.55207238751798
Geo0,2023,2,1,tv_spend,34582.84849974898,19.921162358659124
Geo0,2023,2,1,radio_spend,18381.57699481305,12.249643234634014
Geo0,2023,2,1,print_spend,6103.291898606181,26.8502867679859
Geo0,2023,2,1,search_spend,58370.847414683354,27.5597404189104
Geo0,2023,2,1,social_spend,20819.69712779232,22.2741508429282
Geo0,2023,3,1,tv_spend,31009.743349486474,93.03808867007214
Geo0,2023,3,1,radio_spend,19044.26907664546,19.728871778229504
Geo0,2023,3,1,print_spend,8927.562162352162,114.32440628808237
Geo0,2023,3,1,search_spend,62688.76718181844,19.861368433032958
Geo0,2023,3,1,social_spend,22154.169750435052,26.202862232047234
Geo0,2023,4,2,tv_spend,33543.5528328792,28.8089509711386
Geo0,2023,4,2,radio_spend,21664.64882007213,8.399839712281587
Geo0,2023,4,2,print_spend,5717.38656392235,
Geo0,2023,4,2,search_spend,62466.01351055651,22.20973461088636
Geo0,2023,4,2,social_spend,21723.369801172772,14.680661646402042
Geo0,2023,5,2,tv_spend,35106.01843485976,15.873431766991436
Geo0,2023,5,2,radio_spend,18908.734027187274,26.824288016917215
Geo0,2023,5,2,print_spend,10149.510667782222,18.533590122880927
Geo0,2023,5,2,search_spend,60494.5480702608,24.45687308003755
Geo0,2023,5,2,social_spend,22783.826095827848,23.794197485655822
Geo0,2023,6,2,tv_spend,34916.85070079384,35.29587983009459
Geo0,2023,6,2,radio_spend,18650.116531913514,22.044458030000058
Geo0,2023,6,2,print_spend,9916.359449371323,13.929005381486467
Geo0,2023,6,2,search_spend,62725.52937618918,17.6879307218707
Geo0,2023,6,2,social_spend,22775.40044289974,16.884489075243554
Geo0,2023,7,3,tv_spend,34606.61196756751,25.082596187886438
Geo0,2023,7,3,radio_spend,19200.321806930435,21.288689209551283
Geo0,2023,7,3,print_spend,8586.847842740508,
Geo0,2023,7,3,search_spend,60931.425582929245,31.272890166795033
Geo0,2023,7,3,social_spend,22932.301081541194,15.248494474998932
Geo0,2023,8,3,tv_spend,35040.65909087659,21.364294815520225
Geo0,2023,8,3,radio_spend,17536.26389900445,26.27863165391567
Geo0,2023,8,3,print_spend,7915.534959949434,19.557526862632937
Geo0,2023,8,3,search_spend,62261.00840808772,19.270019744281516
Geo0,2023,8,3,social_spend,24880.015878145197,11.982238210907147
Geo0,2023,9,3,tv_spend,35082.14546957537,18.623467502039503
Geo0,2023,9,3,radio_spend,21091.06929732167,9.484850887544859
Geo0,2023,9,3,print_spend,12144.857418006832,7.636452683041668
Geo0,2023,9,3,search_spend,65622.71355843903,13.06611860762331
Geo0,2023,9,3,social_spend,25163.7040636385,9.674175821481946
Geo0,2023,10,4,tv_spend,36757.72263125668,15.781444362130559
Geo0,2023,10,4,radio_spend,21184.22415414817,10.295681792647887
Geo0,2023,10,4,print_spend,11887.284746663772,9.702930537462471
Geo0,2023,10,4,search_spend,65279.959035625994,15.628181352715705
Geo0,2023,10,4,social_spend,26122.816316556844,7.543603700889423
Geo0,2023,11,4,tv_spend,35332.71531602078,26.941375380015025
Geo0,2023,11,4,radio_spend,20396.248124659218,14.353135853676935
Geo0,2023,11,4,print_spend,12238.987024073218,9.204277744375162
Geo0,2023,11,4,search_spend,64984.2226289725,15.570152421233786
Geo0,2023,11,4,social_spend,23276.57929103183,24.3266882253198
Geo0,2023,12,4,tv_spend,34747.43762326306,25.242507669757345
Geo0,2023,12,4,radio_spend,19130.01675252547,19.231706806226743
Geo0,2023,12,4,print_spend,10876.628634745464,17.07892399850225
Geo0,2023,12,4,search_spend,63051.847942879685,20.38492741998621
Geo0,2023,12,4,social_spend,22464.223678593597,19.417141656928685
Geo0,2024,1,1,tv_spend,29687.274652839016,104.39203919110209
Geo0,2024,1,1,radio_spend,18265.903398243332,30.200872408895233
Geo0,2024,1,1,print_spend,9125.07834498473,
Geo0,2024,1,1,search_spend,60125.13685633692,31.115257217409763
Geo0,2024,1,1,social_spend,20701.115915455433,63.133554138100884
Geo1,2021,1,1,tv_spend,34137.94213496993,15.841492983647075
Geo1,2021,1,1,radio_spend,19852.628089392896,10.743590816021069
Geo1,2021,1,1,print_spend,10555.253749665635,13.137712967308772
Geo1,2021,1,1,search_spend,60887.7838282414,18.80841608196993
Geo1,2021,1,1,social_spend,25701.53290516205,4.642659282562262
Geo1,2021,2,1,tv_spend,37703.0686611238,11.424282569000011
Geo1,2021,2,1,radio_spend,22012.555756305806,6.57414232673899
Geo1,2021,2,1,print_spend,10440.271794543463,22.026316215178774
Geo1,2021,2,1,search_spend,64200.116927043666,15.024828203026425
Geo1,2021,2,1,social_spend,24920.93115484208,9.476319957240548
Geo1,2021,3,1,tv_spend,37658.613689386155,13.6684564167126
Geo1,2021,3,1,radio_spend,20620.734981525897,13.468253950496111
Geo1,2021,3,1,print_spend,8919.30371566175,6.410354723871498
Geo1,2021,3,1,search_spend,66595.23311969485,10.730000543675335
Geo1,2021,3,1,social_spend,26459.480535722705,6.402199492762965
Geo1,2021,4,2,tv_spend,35667.793030710425,24.445185984126148
Geo1,2021,4,2,radio_spend,21344.59129654289,10.051857675045989
Geo1,2021,4,2,print_spend,10989.112618100566,348.3095209823453
Geo1,2021,4,2,search_spend,67696.82153026995,12.408153012223078
Geo1,2021,4,2,social_spend,25343.14893566369,13.10991436913667
Geo1,2021,5,2,tv_spend,35934.540619543426,14.95999828893209
Geo1,2021,5,2,radio_spend,19302.7394919474,19.163025323657173
Geo1,2021,5,2,print_spend,6186.88486223415,
Geo1,2021,5,2,search_spend,64408.90373352084,15.63353042439494
Geo1,2021,5,2,social_spend,24041.657367175667,9.943113005820036
Geo1,2021,6,2,tv_spend,34771.33259004805,35.587592093666586
Geo1,2021,6,2,radio_spend,21546.32046802014,8.051584970088234
Geo1,2021,6,2,print_spend,4707.395849136593,8.630616078990158
Geo1,2021,6,2,search_spend,65701.88178664734,12.594974320282091
Geo1,2021,6,2,social_spend,25866.390284760648,7.394875064043072
Geo1,2021,7,3,tv_spend,35961.38553653438,18.30614140968956
Geo1,2021,7,3,radio_spend,20782.757720175505,9.827194559425912
Geo1,2021,7,3,print_spend,11067.429015087335,18.830137860142823
Geo1,2021,7,3,search_spend,66205.17004889839,14.341913169345545
Geo1,2021,7,3,social_spend,26469.17706418104,6.639460186872386
Geo1,2021,8,3,tv_spend,37662.66941799566,10.156163382910288
Geo1,2021,8,3,radio_spend,20918.164696528704,8.038172054188268
Geo1,2021,8,3,print_spend,10215.092620788986,8.244273087354046
Geo1,2021,8,3,search_spend,68248.00354161399,8.904060452484215
Geo1,2021,8,3,social_spend,26539.266715077505,6.491562386075926
Geo1,2021,9,3,tv_spend,37474.05877625357,18.711437988283183
Geo1,2021,9,3,radio_spend,19984.015726452457,40.65541904878511
Geo1,2021,9,3,print_spend,10629.838975291632,
Geo1,2021,9,3,search_spend,66013.1323061007,17.974046992510438
Geo1,2021,9,3,social_spend,25389.375782304724,11.539391296371576
Geo1,2021,10,4,tv_spend,38624.969403754294,10.730386275322052
Geo1,2021,10,4,radio_spend,22549.233097866752,5.319649839507253
Geo1,2021,10,4,print_spend,12596.80504759142,6.091122611145842
Geo1,2021,10,4,search_spend,69038.31043075235,8.469723548095164
Geo1,2021,10,4,social_spend,26859.035847129177,5.371443442133152
Geo1,2021,11,4,tv_spend,38946.77140411963,9.922825964687462
Geo1,2021,11,4,radio_spend,21327.971737318596,10.946975250091391
Geo1,2021,11,4,print_spend,11616.865783847255,8.582043715855761
Geo1,2021,11,4,search_spend,67544.74737496221,10.24061394908803
Geo1,2021,11,4,social_spend,25078.027416334433,9.075574627794989
Geo1,2021,12,4,tv_spend,38763.65311661003,11.155633368373916
Geo1,2021,12,4,radio_spend,20429.543877188342,13.20345693815037
Geo1,2021,12,4,print_spend,12534.094279104362,8.337646520141778
Geo1,2021,12,4,search_spend,66724.07352524211,14.380322842836543
Geo1,2021,12,4,social_spend,26301.966828079236,7.195929074341537
Geo1,2022,1,1,tv_spend,38303.8117737688,12.96025292171847
Geo1,2022,1,1,radio_spend,21075.68646993538,9.963015592869171
Geo1,2022,1,1,print_spend,12505.839760515179,6.619561294845115
Geo1,2022,1,1,search_spend,69370.45356985164,8.098767770891502
Geo1,2022,1,1,social_spend,27488.592731145192,5.032597565384981
Geo1,2022,2,1,tv_spend,38852.73053554624,9.897385246073696
Geo1,2022,2,1,radio_spend,21069.405334771254,9.686764574278802
Geo1,2022,2,1,print_spend,11065.885400629946,53.9504297412695
Geo1,2022,2,1,search_spend,67469.95149934369,14.130021421614517
Geo1,2022,2,1,social_spend,22899.78507975384,114.40149822284518
Geo1,2022,3,1,tv_spend,35284.91120600059,31.042573235474315
Geo1,2022,3,1,radio_spend,20714.175411572567,12.092229710181421
Geo1,2022,3,1,print_spend,8094.653471996826,139.04584225036524
Geo1,2022,3,1,search_spend,58530.9515737109,46.41111753284548
Geo1,2022,3,1,social_spend,22182.845564239775,22.59808423210041
Geo1,2022,4,2,tv_spend,35851.15853339919,17.880441656276968
Geo1,2022,4,2,radio_spend,17080.44183565232,49.60668719081249
Geo1,2022,4,2,print_spend,4348.439386330517,
Geo1,2022,4,2,search_spend,65370.15877853624,11.30256419771689
Geo1,2022,4,2,social_spend,21929.987228842776,16.094742375475768
Geo1,2022,5,2,tv_spend,36962.615892862515,13.423770437985501
Geo1,2022,5,2,radio_spend,19594.897998529043,11.736940086061507
Geo1,2022,5,2,print_spend,9591.036838026135,8.912131182448901
Geo1,2022,5,2,search_spend,66685.67638609564,11.965216778819839
Geo1,2022,5,2,social_spend,25275.635544103625,8.71169186239801
Geo1,2022,6,2,tv_spend,37739.40156818495,14.376868192527088
Geo1,2022,6,2,radio_spend,20073.396578646807,18.262396821034518
Geo1,2022,6,2,print_spend,9899.888905993283,
Geo1,2022,6,2,search_spend,62309.57569852949,29.540079822063056
Geo1,2022,6,2,social_spend,23595.613813855147,17.894816152880434
Geo1,2022,7,3,tv_spend,31635.619246262482,81.95016076141849
Geo1,2022,7,3,radio_spend,19315.788224655356,10.588449834664173
Geo1,2022,7,3,print_spend,5644.163013232024,
Geo1,2022,7,3,search_spend,61902.7030528727,24.535882792042393
Geo1,2022,7,3,social_spend,23437.987993852385,16.763485232393936
Geo1,2022,8,3,tv_spend,36041.791128260316,17.09056517959789
Geo1,2022,8,3,radio_spend,20959.35127459932,11.444200400200852
Geo1,2022,8,3,print_spend,11578.604719760708,10.616529896899886
Geo1,2022,8,3,search_spend,64966.75903316893,12.971807502312727
Geo1,2022,8,3,social_spend,24581.045172050217,10.701008855901229
Geo1,2022,9,3,tv_spend,32887.075475437865,32.747498245169226
Geo1,2022,9,3,radio_spend,21850.941434768636,7.8255809931139915
Geo1,2022,9,3,print_spend,10749.473500016229,13.458870428840871
Geo1,2022,9,3,search_spend,67989.49883982242,9.458472129045871
Geo1,2022,9,3,social_spend,24331.249765709017,14.670613861425606
Geo1,2022,10,4,tv_spend,38655.03484222266,10.44953156059337
Geo1,2022,10,4,radio_spend,21679.15574400388,7.717658951217119
Geo1,2022,10,4,print_spend,12871.957170211588,4.8235818062866
Geo1,2022,10,4,search_spend,69014.85200451924,9.909712284160719
Geo1,2022,10,4,social_spend,26771.38571377956,5.726443688633313
Geo1,2022,11,4,tv_spend,38439.602974887224,10.223128255405271
Geo1,2022,11,4,radio_spend,21299.500520311427,11.241624079500358
Geo1,2022,11,4,print_spend,12634.985746483057,7.5645893756842195
Geo1,2022,11,4,search_spend,69673.69404901829,7.781435700514448
Geo1,2022,11,4,social_spend,27143.7198079187,5.1722906204729515
Geo1,2022,12,4,tv_spend,36577.62936644868,18.477431145518345
Geo1,2022,12,4,radio_spend,20770.24393272858,10.58221627357035
Geo1,2022,12,4,print_spend,11462.371323380083,17.288546026994666
Geo1,2022,12,4,search_spend,66828.67507601698,14.266980836669976
Geo1,2022,12,4,social_spend,24331.747650988902,20.563140874353913
Geo1,2023,1,1,tv_spend,36867.262921093235,16.296644628077402
Geo1,2023,1,1,radio_spend,20307.059624952766,13.048850573105392
Geo1,2023,1,1,print_spend,7893.8909289512185,302.49521492061666
Geo1,2023,1,1,search_spend,65157.783213911,16.24077803837683
Geo1,2023,1,1,social_spend,24820.678944806805,9.338365181720407
Geo1,2023,2,1,tv_spend,34619.17278071922,25.122663888003085
Geo1,2023,2,1,radio_spend,20512.4603878972,14.173002996112773
Geo1,2023,2,1,print_spend,7133.678762697883,31.605940105056085
Geo1,2023,2,1,search_spend,62754.182228450976,17.81691363821056
Geo1,2023,2,1,social_spend,25235.842181121352,10.21365018044394
Geo1,2023,3,1,tv_spend,36057.52662704947,18.580277510300544
Geo1,2023,3,1,radio_spend,16866.850319091016,48.49882991355422
Geo1,2023,3,1,print_spend,6837.330278634649,
Geo1,2023,3,1,search_spend,61017.795221629945,30.067349747489107
Geo1,2023,3,1,social_spend,24033.870516016672,15.592452739063695
Geo1,2023,4,2,tv_spend,36299.77315076926,15.222257843875838
Geo1,2023,4,2,radio_spend,19548.83391296294,12.906342026919935
Geo1,2023,4,2,print_spend,2852.7129723537373,
Geo1,2023,4,2,search_spend,66639.94430004961,11.903101014052458
Geo1,2023,4,2,social_spend,24946.240122295814,10.361701293604508
Geo1,2023,5,2,tv_spend,35981.6377023285,18.396200599745747
Geo1,2023,5,2,radio_spend,19513.313292215338,22.760893049029974
Geo1,2023,5,2,print_spend,4692.139086675774,15.917731401997697
Geo1,2023,5,2,search_spend,65247.377154462774,14.68372517548686
Geo1,2023,5,2,social_spend,25143.98517736291,9.737284311846654
Geo1,2023,6,2,tv_spend,36091.24981128283,19.723394200603625
Geo1,2023,6,2,radio_spend,19324.23233477871,11.54065732398287
Geo1,2023,6,2,print_spend,8959.777059466784,67.34012900177055
Geo1,2023,6,2,search_spend,61867.54806834304,23.882833697355306
Geo1,2023,6,2,social_spend,25550.72919274472,8.941276106860675
Geo1,2023,7,3,tv_spend,36931.94257084017,13.194463250936941
Geo1,2023,7,3,radio_spend,20534.518270667548,11.545921701862312
Geo1,2023,7,3,print_spend,5402.595805306166,157.388887755183
Geo1,2023,7,3,search_spend,63493.852603681466,16.459121359151087
Geo1,2023,7,3,social_spend,24381.337970990095,11.504995744748946
Geo1,2023,8,3,tv_spend,38125.3141857651,13.628932774262172
Geo1,2023,8,3,radio_spend,20304.168882815466,19.470899566552617
Geo1,2023,8,3,print_spend,11288.533048385903,13.185482612259618
Geo1,2023,8,3,search_spend,66235.40156770193,13.927616672615912
Geo1,2023,8,3,social_spend,26135.575643082688,7.930303059811349
Geo1,2023,9,3,tv_spend,36819.13270368057,14.326080021730306
Geo1,2023,9,3,radio_spend,21150.99769502867,7.805349268347573
Geo1,2023,9,3,print_spend,11220.27198223645,7.100785185562182
Geo1,2023,9,3,search_spend,67080.03232300517,10.386443416047287
Geo1,2023,9,3,social_spend,26013.188332894322,6.5575075472883695
Geo1,2023,10,4,tv_spend,37055.1390671113,13.790923052178256
Geo1,2023,10,4,radio_spend,21819.668056355305,8.835824098935436
Geo1,2023,10,4,print_spend,10288.970131381428,199.00185323081246
Geo1,2023,10,4,search_spend,66779.00387733313,13.296993280233572
Geo1,2023,10,4,social_spend,26703.180106297044,7.162667386032129
Geo1,2023,11,4,tv_spend,37535.529727087065,13.946561208999151
Geo1,2023,11,4,radio_spend,21323.790451191984,9.333981689520114
Geo1,2023,11,4,print_spend,12427.606825342005,5.542558989125318
Geo1,2023,11,4,search_spend,66822.64100587707,10.666896949816184
Geo1,2023,11,4,social_spend,26428.327134521405,6.028527537606211
Geo1,2023,12,4,tv_spend,37972.19512321523,14.256817317471333
Geo1,2023,12,4,radio_spend,20720.068165885095,10.509545104882948
Geo1,2023,12,4,print_spend,13020.133061194992,5.4183509665784655
Geo1,2023,12,4,search_spend,67934.09395745644,11.623698510596805
Geo1,2023,12,4,social_spend,26332.609781518102,7.985723070097669
Geo1,2024,1,1,tv_spend,36847.03243356213,16.024542736795148
Geo1,2024,1,1,radio_spend,20843.38172354267,12.247247151268725
Geo1,2024,1,1,print_spend,11878.046586152028,10.693695563456
Geo1,2024,1,1,search_spend,66681.28538423801,11.647999181599664
Geo1,2024,1,1,social_spend,24713.430593033027,12.50763449898704
Geo10,2021,1,1,tv_spend,41548.88104388118,3.454420995919448
Geo10,2021,1,1,radio_spend,23477.18502238712,2.762348049391613
Geo10,2021,1,1,print_spend,9726.588996852723,
Geo10,2021,1,1,search_spend,76424.58941793542,2.1640226538197385
Geo10,2021,1,1,social_spend,29922.894959694066,1.349923285114519
Geo10,2021,2,1,tv_spend,44773.00193518112,2.7194474962895114
Geo10,2021,2,1,radio_spend,24630.195123078414,2.9151870303822
Geo10,2021,2,1,print_spend,9145.438092384058,4.998215644547679
Geo10,2021,2,1,search_spend,77759.09606353745,2.9361717536781335
Geo10,2021,2,1,social_spend,28950.631274563242,2.1163049472617703
Geo10,2021,3,1,tv_spend,43178.56764609833,4.727217376517519
Geo10,2021,3,1,radio_spend,22212.543833250955,4.428236842713284
Geo10,2021,3,1,print_spend,12046.693641776581,17.62287773914069
Geo10,2021,3,1,search_spend,77356.32509086526,3.4383640057084026
Geo10,2021,3,1,social_spend,29241.18040653408,3.761666278663034
Geo10,2021,4,2,tv_spend,39546.21612704475,11.222632328731866
Geo10,2021,4,2,radio_spend,25061.142388631524,2.061748773059875
Geo10,2021,4,2,print_spend,10504.474729523938,24.08061076233372
Geo10,2021,4,2,search_spend,74609.72133139968,4.206152827134228
Geo10,2021,4,2,social_spend,29349.5694183802,2.93655311262377
Geo10,2021,5,2,tv_spend,43260.01713691185,3.6822489224848343
Geo10,2021,5,2,radio_spend,24457.794232444856,3.743806813480325
Geo10,2021,5,2,print_spend,10670.299004536535,14.86677928394309
Geo10,2021,5,2,search_spend,79295.059378987,2.5488902918512397
Geo10,2021,5,2,social_spend,30664.737517529065,1.8903759429585423
Geo10,2021,6,2,tv_spend,43812.65607011633,4.4045205948483135
Geo10,2021,6,2,radio_spend,19901.969691462706,
Geo10,2021,6,2,print_spend,8442.771964862854,2.8028025013647486
Geo10,2021,6,2,search_spend,79275.84961439396,2.4001635458724566
Geo10,2021,6,2,social_spend,30435.595412742845,1.9472470114481197
Geo10,2021,7,3,tv_spend,42859.37890243709,5.23573760346178
Geo10,2021,7,3,radio_spend,21092.614092291584,2.772215933311351
Geo10,2021,7,3,print_spend,11908.455149959424,
Geo10,2021,7,3,search_spend,76713.65030953586,4.206257133986732
Geo10,2021,7,3,social_spend,29376.61804451123,2.8622949800925905
Geo10,2021,8,3,tv_spend,43229.840051488136,3.8505261074864525
Geo10,2021,8,3,radio_spend,25381.32451136257,2.4307339708894258
Geo10,2021,8,3,print_spend,14253.953662292575,1.8610423601598494
Geo10,2021,8,3,search_spend,79877.6705705719,2.1569244413590964
Geo10,2021,8,3,social_spend,31341.795049027965,1.500134619033721
Geo10,2021,9,3,tv_spend,43203.07940193057,3.8354283853210034
Geo10,2021,9,3,radio_spend,23740.770576777843,4.988083159988434
Geo10,2021,9,3,print_spend,14751.257082623953,2.2422148207169066
Geo10,2021,9,3,search_spend,79118.4556300596,2.895926749560452
Geo10,2021,9,3,social_spend,31324.58269796726,1.610793592034632
Geo10,2021,10,4,tv_spend,45246.13757451807,2.834274311267318
Geo10,2021,10,4,radio_spend,24461.755470415043,2.6604287826974824
Geo10,2021,10,4,print_spend,14686.45460244284,2.0928030906126565
Geo10,2021,10,4,search_spend,79843.49036028897,2.283318215837233
Geo10,2021,10,4,social_spend,30940.44621721788,1.7575702649994802
Geo10,2021,11,4,tv_spend,43352.51453851448,4.948409475690173
